x u delta
0.3190 0.7232 0.7240 -0.0008
0.3200 0.7192 0.7200 -0.0008
0.3210 0.7153 0.7160 -0.0007
0.3220 0.7113 0.7120 -0.0007
0.3230 0.7074 0.7080 -0.0006
0.3240 0.7034 0.7040 -0.0006
0.3250 0.6995 0.7000 -0.0005
0.3260 0.6955 0.6960 -0.0005
0.3270 0.6915 0.6920 -0.0005
0.3280 0.6875 0.6880 -0.0005
0.3290 0.6836 0.6840 -0.0004
0.3300 0.6796 0.6800 -0.0004
0.3310 0.6756 0.6760 -0.0004
0.3320 0.6716 0.6720 -0.0004
0.3330 0.6676 0.6680 -0.0004
0.3340 0.6637 0.6640 -0.0003
0.3350 0.6597 0.6600 -0.0003
0.3360 0.6557 0.6560 -0.0003
0.3370 0.6517 0.6520 -0.0003
0.3380 0.6477 0.6480 -0.0003
0.3390 0.6437 0.6440 -0.0003
0.3400 0.6397 0.6400 -0.0003
0.3410 0.6357 0.6360 -0.0003
0.3420 0.6317 0.6320 -0.0003
0.3430 0.6277 0.6280 -0.0003
0.3440 0.6238 0.6240 -0.0002
0.3450 0.6198 0.6200 -0.0002
0.3460 0.6158 0.6160 -0.0002
0.3470 0.6118 0.6120 -0.0002
0.3480 0.6078 0.6080 -0.0002
0.3490 0.6038 0.6040 -0.0002
0.3500 0.5998 0.6000 -0.0002
0.3510 0.5958 0.5960 -0.0002
0.3520 0.5918 0.5920 -0.0002
0.3530 0.5878 0.5880 -0.0002
0.3540 0.5838 0.5840 -0.0002
0.3550 0.5798 0.5800 -0.0002
0.3560 0.5758 0.5760 -0.0002
0.3570 0.5718 0.5720 -0.0002
0.3580 0.5678 0.5680 -0.0002
0.3590 0.5638 0.5640 -0.0002
0.3600 0.5598 0.5600 -0.0002
0.3610 0.5558 0.5560 -0.0002
0.3620 0.5518 0.5520 -0.0002
0.3630 0.5478 0.5480 -0.0002
0.3640 0.5438 0.5440 -0.0002
0.3650 0.5398 0.5400 -0.0002
0.3660 0.5358 0.5360 -0.0002
0.3670 0.5318 0.5320 -0.0002
0.3680 0.5278 0.5280 -0.0002
0.3690 0.5238 0.5240 -0.0002
0.3700 0.5198 0.5200 -0.0002
0.3710 0.5158 0.5160 -0.0002
0.3720 0.5118 0.5120 -0.0002
0.3730 0.5078 0.5080 -0.0002
0.3740 0.5038 0.5040 -0.0002
0.3750 0.4998 0.5000 -0.0002
0.3760 0.4958 0.4960 -0.0002
0.3770 0.4918 0.4920 -0.0002
0.3780 0.4878 0.4880 -0.0002
0.3790 0.4838 0.4840 -0.0002
0.3800 0.4798 0.4800 -0.0002
0.3810 0.4758 0.4760 -0.0002
0.3820 0.4718 0.4720 -0.0002
0.3830 0.4678 0.4680 -0.0002
0.3840 0.4638 0.4640 -0.0002
0.3850 0.4598 0.4600 -0.0002
0.3860 0.4558 0.4560 -0.0002
0.3870 0.4518 0.4520 -0.0002
0.3880 0.4478 0.4480 -0.0002
0.3890 0.4438 0.4440 -0.0002
0.3900 0.4398 0.4400 -0.0002
0.3910 0.4358 0.4360 -0.0002
0.3920 0.4318 0.4320 -0.0002
0.3930 0.4278 0.4280 -0.0002
0.3940 0.4238 0.4240 -0.0002
0.3950 0.4198 0.4200 -0.0002
0.3960 0.4158 0.4160 -0.0002
0.3970 0.4118 0.4120 -0.0002
0.3980 0.4078 0.4080 -0.0002
0.3990 0.4038 0.4040 -0.0002
0.4000 0.3998 0.4000 -0.0002
0.4010 0.3958 0.3960 -0.0002
0.4020 0.3918 0.3920 -0.0002
0.4030 0.3878 0.3880 -0.0002
0.4040 0.3838 0.3840 -0.0002
0.4050 0.3798 0.3800 -0.0002
0.4060 0.3758 0.3760 -0.0002
0.4070 0.3718 0.3720 -0.0002
0.4080 0.3679 0.3680 -0.0001
0.4090 0.3639 0.3640 -0.0001
0.4100 0.3599 0.3600 -0.0001
0.4110 0.3559 0.3560 -0.0001
0.4120 0.3519 0.3520 -0.0001
0.4130 0.3479 0.3480 -0.0001
0.4140 0.3439 0.3440 -0.0001
0.4150 0.3399 0.3400 -0.0001
0.4160 0.3359 0.3360 -0.0001
0.4170 0.3319 0.3320 -0.0001
0.4180 0.3280 0.3280 -0.0000
0.4190 0.3240 0.3240 -0.0000
0.4200 0.3200 0.3200 -0.0000
0.4210 0.3160 0.3160 0.0000
0.4220 0.3120 0.3120 0.0000
0.4230 0.3081 0.3080 0.0001
0.4240 0.3041 0.3040 0.0001
0.4250 0.3001 0.3000 0.0001
0.4260 0.2962 0.2960 0.0002
0.4270 0.2922 0.2920 0.0002
0.4280 0.2882 0.2880 0.0002
0.4290 0.2843 0.2840 0.0003
0.4300 0.2803 0.2800 0.0003
0.4310 0.2764 0.2760 0.0004
0.4320 0.2724 0.2720 0.0004
0.4330 0.2685 0.2680 0.0005
0.4340 0.2646 0.2640 0.0006
0.4350 0.2606 0.2600 0.0006
0.4360 0.2567 0.2560 0.0007
0.4370 0.2528 0.2520 0.0008
0.4380 0.2489 0.2480 0.0009
0.4390 0.2450 0.2440 0.0010
0.4400 0.2411 0.2400 0.0011
0.4410 0.2372 0.2360 0.0012
0.4420 0.2333 0.2320 0.0013
0.4430 0.2294 0.2280 0.0014
0.4440 0.2256 0.2240 0.0016
0.4450 0.2217 0.2200 0.0017
0.4460 0.2179 0.2160 0.0019
0.4470 0.2141 0.2120 0.0021
0.4480 0.2103 0.2080 0.0023
0.4490 0.2064 0.2040 0.0024
0.4500 0.2027 0.2000 0.0027
0.4510 0.1989 0.1960 0.0029
0.4520 0.1951 0.1920 0.0031
0.4530 0.1914 0.1880 0.0034
0.4540 0.1877 0.1840 0.0037
0.4550 0.1839 0.1800 0.0039
0.4560 0.1803 0.1760 0.0043
0.4570 0.1766 0.1720 0.0046
0.4580 0.1729 0.1680 0.0049
0.4590 0.1693 0.1640 0.0053
0.4600 0.1657 0.1600 0.0057
0.4610 0.1621 0.1560 0.0061
0.4620 0.1585 0.1520 0.0065
0.4630 0.1550 0.1480 0.0070
0.4640 0.1515 0.1440 0.0075
0.4650 0.1480 0.1400 0.0080
0.4660 0.1445 0.1360 0.0085
0.4670 0.1411 0.1320 0.0091
0.4680 0.1377 0.1280 0.0097
0.4690 0.1343 0.1240 0.0103
0.4700 0.1310 0.1200 0.0110
0.4710 0.1277 0.1160 0.0117
0.4720 0.1244 0.1120 0.0124
0.4730 0.1212 0.1080 0.0132
0.4740 0.1179 0.1040 0.0139
0.4750 0.1148 0.1000 0.0148
0.4760 0.1116 0.0960 0.0156
0.4770 0.1086 0.0920 0.0166
0.4780 0.1055 0.0880 0.0175
0.4790 0.1025 0.0840 0.0185
0.4800 0.0995 0.0800 0.0195
0.4810 0.0966 0.0760 0.0206
0.4820 0.0937 0.0720 0.0217
0.4830 0.0908 0.0680 0.0228
0.4840 0.0880 0.0640 0.0240
0.4850 0.0853 0.0600 0.0253
0.4860 0.0826 0.0560 0.0266
0.4870 0.0799 0.0520 0.0279
0.4880 0.0773 0.0480 0.0293
0.4890 0.0747 0.0440 0.0307
0.4900 0.0722 0.0400 0.0322
0.4910 0.0697 0.0360 0.0337
0.4920 0.0673 0.0320 0.0353
0.4930 0.0649 0.0280 0.0369
0.4940 0.0626 0.0240 0.0386
0.4950 0.0603 0.0200 0.0403
0.4960 0.0581 0.0160 0.0421
0.4970 0.0559 0.0120 0.0439
0.4980 0.0538 0.0080 0.0458
0.4990 0.0517 0.0040 0.0477
0.5000 0.0497 0.0000 0.0497
0.5010 0.0478 0.0000 0.0478
0.5020 0.0458 0.0000 0.0458
0.5030 0.0440 0.0000 0.0440
0.5040 0.0422 0.0000 0.0422
0.5050 0.0404 0.0000 0.0404
0.5060 0.0387 0.0000 0.0387
0.5070 0.0370 0.0000 0.0370
0.5080 0.0354 0.0000 0.0354
0.5090 0.0338 0.0000 0.0338
0.5100 0.0323 0.0000 0.0323
0.5110 0.0308 0.0000 0.0308
0.5120 0.0294 0.0000 0.0294
0.5130 0.0280 0.0000 0.0280
0.5140 0.0267 0.0000 0.0267
0.5150 0.0254 0.0000 0.0254
0.5160 0.0242 0.0000 0.0242
0.5170 0.0230 0.0000 0.0230
0.5180 0.0219 0.0000 0.0219
0.5190 0.0208 0.0000 0.0208
0.5200 0.0197 0.0000 0.0197
0.5210 0.0187 0.0000 0.0187
0.5220 0.0177 0.0000 0.0177
0.5230 0.0168 0.0000 0.0168
0.5240 0.0159 0.0000 0.0159
0.5250 0.0150 0.0000 0.0150
0.5260 0.0142 0.0000 0.0142
0.5270 0.0134 0.0000 0.0134
0.5280 0.0126 0.0000 0.0126
0.5290 0.0119 0.0000 0.0119
0.5300 0.0112 0.0000 0.0112
0.5310 0.0106 0.0000 0.0106
0.5320 0.0099 0.0000 0.0099
0.5330 0.0094 0.0000 0.0094
0.5340 0.0088 0.0000 0.0088
0.5350 0.0083 0.0000 0.0083
0.5360 0.0077 0.0000 0.0077
0.5370 0.0073 0.0000 0.0073
0.5380 0.0068 0.0000 0.0068
0.5390 0.0064 0.0000 0.0064
0.5400 0.0060 0.0000 0.0060
0.5410 0.0056 0.0000 0.0056
0.5420 0.0052 0.0000 0.0052
0.5430 0.0048 0.0000 0.0048
0.5440 0.0045 0.0000 0.0045
0.5450 0.0042 0.0000 0.0042
0.5460 0.0039 0.0000 0.0039
0.5470 0.0036 0.0000 0.0036
0.5480 0.0034 0.0000 0.0034
0.5490 0.0032 0.0000 0.0032
0.5500 0.0029 0.0000 0.0029
0.5510 0.0027 0.0000 0.0027
0.5520 0.0025 0.0000 0.0025
0.5530 0.0023 0.0000 0.0023
0.5540 0.0022 0.0000 0.0022
0.5550 0.0020 0.0000 0.0020
0.5560 0.0018 0.0000 0.0018
0.5570 0.0017 0.0000 0.0017
0.5580 0.0016 0.0000 0.0016
0.5590 0.0014 0.0000 0.0014
0.5600 0.0013 0.0000 0.0013
0.5610 0.0012 0.0000 0.0012
0.5620 0.0011 0.0000 0.0011
0.5630 0.0010 0.0000 0.0010
0.5640 0.0009 0.0000 0.0009
0.5650 0.0009 0.0000 0.0009
0.5660 0.0008 0.0000 0.0008
0.5670 0.0007 0.0000 0.0007
0.5680 0.0007 0.0000 0.0007
0.5690 0.0006 0.0000 0.0006
0.5700 0.0006 0.0000 0.0006
0.5710 0.0005 0.0000 0.0005
0.5720 0.0005 0.0000 0.0005
0.5730 0.0004 0.0000 0.0004
0.5740 0.0004 0.0000 0.0004
0.5750 0.0003 0.0000 0.0003
0.5760 0.0003 0.0000 0.0003
0.5770 0.0003 0.0000 0.0003
0.5780 0.0003 0.0000 0.0003
0.5790 0.0002 0.0000 0.0002
0.5800 0.0002 0.0000 0.0002
0.5810 0.0002 0.0000 0.0002
0.5820 0.0002 0.0000 0.0002
0.5830 0.0002 0.0000 0.0002
0.5840 0.0001 0.0000 0.0001
0.5850 0.0001 0.0000 0.0001
0.5860 0.0001 0.0000 0.0001
0.5870 0.0001 0.0000 0.0001
0.5880 0.0001 0.0000 0.0001
0.5890 0.0001 0.0000 0.0001
0.5900 0.0001 0.0000 0.0001
0.5910 0.0001 0.0000 0.0001
0.5920 0.0001 0.0000 0.0001
0.5930 0.0001 0.0000 0.0001
0.5940 0.0000 0.0000 0.0000
0.5950 0.0000 0.0000 0.0000
0.5960 0.0000 0.0000 0.0000
0.5970 0.0000 0.0000 0.0000
0.5980 0.0000 0.0000 0.0000
0.5990 0.0000 0.0000 0.0000
0.6000 0.0000 0.0000 0.0000
0.6010 0.0000 0.0000 0.0000
0.6020 0.0000 0.0000 0.0000
0.6030 0.0000 0.0000 0.0000
0.6040 0.0000 0.0000 0.0000
0.6050 0.0000 0.0000 0.0000
0.6060 0.0000 0.0000 0.0000
0.6070 0.0000 0.0000 0.0000
0.6080 0.0000 0.0000 0.0000
0.6090 0.0000 0.0000 0.0000
0.6100 0.0000 0.0000 0.0000
0.6110 0.0000 0.0000 0.0000
0.6120 0.0000 0.0000 0.0000
0.6130 0.0000 0.0000 0.0000
0.6140 0.0000 0.0000 0.0000
0.6150 0.0000 0.0000 0.0000
0.6160 0.0000 0.0000 0.0000
0.6170 0.0000 0.0000 0.0000
0.6180 0.0000 0.0000 0.0000
0.6190 0.0000 0.0000 0.0000
0.6200 0.0000 0.0000 0.0000
0.6210 0.0000 0.0000 0.0000
0.6220 0.0000 0.0000 0.0000
0.6230 0.0000 0.0000 0.0000
0.6240 0.0000 0.0000 0.0000
0.6250 0.0000 0.0000 0.0000
0.6260 0.0000 0.0000 0.0000
0.6270 0.0000 0.0000 0.0000
0.6280 0.0000 0.0000 0.0000
0.6290 0.0000 0.0000 0.0000
0.6300 0.0000 0.0000 0.0000
0.6310 0.0000 0.0000 0.0000
0.6320 0.0000 0.0000 0.0000
0.6330 0.0000 0.0000 0.0000
0.6340 0.0000 0.0000 0.0000
0.6350 0.0000 0.0000 0.0000
0.6360 0.0000 0.0000 0.0000
0.6370 0.0000 0.0000 0.0000
0.6380 0.0000 0.0000 0.0000
0.6390 0.0000 0.0000 0.0000
0.6400 0.0000 0.0000 0.0000
0.6410 0.0000 0.0000 0.0000
0.6420 0.0000 0.0000 0.0000
0.6430 0.0000 0.0000 0.0000
0.6440 0.0000 0.0000 0.0000
0.6450 0.0000 0.0000 0.0000
0.6460 0.0000 0.0000 0.0000
0.6470 0.0000 0.0000 0.0000
0.6480 0.0000 0.0000 0.0000
0.6490 0.0000 0.0000 0.0000
0.6500 0.0000 0.0000 0.0000
0.6510 0.0000 0.0000 0.0000
0.6520 0.0000 0.0000 0.0000
0.6530 0.0000 0.0000 0.0000
0.6540 0.0000 0.0000 0.0000
0.6550 0.0000 0.0000 0.0000
0.6560 0.0000 0.0000 0.0000
0.6570 0.0000 0.0000 0.0000
0.6580 0.0000 0.0000 0.0000
0.6590 0.0000 0.0000 0.0000
0.6600 0.0000 0.0000 0.0000
0.6610 0.0000 0.0000 0.0000
0.6620 0.0000 0.0000 0.0000
0.6630 0.0000 0.0000 0.0000
0.6640 0.0000 0.0000 0.0000
0.6650 0.0000 0.0000 0.0000
0.6660 0.0000 0.0000 0.0000
0.6670 0.0000 0.0000 0.0000
0.6680 0.0000 0.0000 0.0000
0.6690 0.0000 0.0000 0.0000
0.6700 0.0000 0.0000 0.0000
0.6710 0.0000 0.0000 0.0000
0.6720 0.0000 0.0000 0.0000
0.6730 0.0000 0.0000 0.0000
0.6740 0.0000 0.0000 0.0000
0.6750 0.0000 0.0000 0.0000
0.6760 0.0000 0.0000 0.0000
0.6770 0.0000 0.0000 0.0000
0.6780 0.0000 0.0000 0.0000
0.6790 0.0000 0.0000 0.0000
0.6800 0.0000 0.0000 0.0000
0.6810 0.0000 0.0000 0.0000
0.6820 0.0000 0.0000 0.0000
0.6830 0.0000 0.0000 0.0000
0.6840 0.0000 0.0000 0.0000
0.6850 0.0000 0.0000 0.0000
0.6860 0.0000 0.0000 0.0000
0.6870 0.0000 0.0000 0.0000
0.6880 0.0000 0.0000 0.0000
0.6890 0.0000 0.0000 0.0000
0.6900 0.0000 0.0000 0.0000
0.6910 0.0000 0.0000 0.0000
0.6920 0.0000 0.0000 0.0000
0.6930 0.0000 0.0000 0.0000
0.6940 0.0000 0.0000 0.0000
0.6950 0.0000 0.0000 0.0000
0.6960 0.0000 0.0000 0.0000
0.6970 0.0000 0.0000 0.0000
0.6980 0.0000 0.0000 0.0000
0.6990 0.0000 0.0000 0.0000
0.7000 0.0000 0.0000 0.0000
0.7010 0.0000 0.0000 0.0000
0.7020 0.0000 0.0000 0.0000
0.7030 0.0000 0.0000 0.0000
0.7040 0.0000 0.0000 0.0000
0.7050 0.0000 0.0000 0.0000
0.7060 0.0000 0.0000 0.0000
0.7070 0.0000 0.0000 0.0000
0.7080 0.0000 0.0000 0.0000
0.7090 0.0000 0.0000 0.0000
0.7100 0.0000 0.0000 0.0000
0.7110 0.0000 0.0000 0.0000
0.7120 0.0000 0.0000 0.0000
0.7130 0.0000 0.0000 0.0000
0.7140 0.0000 0.0000 0.0000
0.7150 0.0000 0.0000 0.0000
0.7160 0.0000 0.0000 0.0000
0.7170 0.0000 0.0000 0.0000
0.7180 0.0000 0.0000 0.0000
0.7190 0.0000 0.0000 0.0000
0.7200 0.0000 0.0000 0.0000
0.7210 0.0000 0.0000 0.0000
0.7220 0.0000 0.0000 0.0000
0.7230 0.0000 0.0000 0.0000
0.7240 0.0000 0.0000 0.0000
0.7250 0.0000 0.0000 0.0000
0.7260 0.0000 0.0000 0.0000
0.7270 0.0000 0.0000 0.0000
0.7280 0.0000 0.0000 0.0000
0.7290 0.0000 0.0000 0.0000
0.7300 0.0000 0.0000 0.0000
0.7310 0.0000 0.0000 0.0000
0.7320 0.0000 0.0000 0.0000
0.7330 0.0000 0.0000 0.0000
0.7340 0.0000 0.0000 0.0000
0.7350 0.0000 0.0000 0.0000
0.7360 0.0000 0.0000 0.0000
0.7370 0.0000 0.0000 0.0000
0.7380 0.0000 0.0000 0.0000
0.7390 0.0000 0.0000 0.0000
0.7400 0.0000 0.0000 0.0000
0.7410 0.0000 0.0000 0.0000
0.7420 0.0000 0.0000 0.0000
0.7430 0.0000 0.0000 0.0000
0.7440 0.0000 0.0000 0.0000
0.7450 0.0000 0.0000 0.0000
0.7460 0.0000 0.0000 0.0000
0.7470 0.0000 0.0000 0.0000
0.7480 0.0000 0.0000 0.0000
0.7490 0.0000 0.0000 0.0000
0.7500 0.0000 0.0000 0.0000
0.7510 0.0000 0.0000 0.0000
0.7520 0.0000 0.0000 0.0000
0.7530 0.0000 0.0000 0.0000
0.7540 0.0000 0.0000 0.0000
0.7550 0.0000 0.0000 0.0000
0.7560 0.0000 0.0000 0.0000
0.7570 0.0000 0.0000 0.0000
0.7580 0.0000 0.0000 0.0000
0.7590 0.0000 0.0000 0.0000
0.7600 0.0000 0.0000 0.0000
0.7610 0.0000 0.0000 0.0000
0.7620 0.0000 0.0000 0.0000
0.7630 0.0000 0.0000 0.0000
0.7640 0.0000 0.0000 0.0000
0.7650 0.0000 0.0000 0.0000
0.7660 0.0000 0.0000 0.0000
0.7670 0.0000 0.0000 0.0000
0.7680 0.0000 0.0000 0.0000
0.7690 0.0000 0.0000 0.0000
0.7700 0.0000 0.0000 0.0000
0.7710 0.0000 0.0000 0.0000
0.7720 0.0000 0.0000 0.0000
0.7730 0.0000 0.0000 0.0000
0.7740 0.0000 0.0000 0.0000
0.7750 0.0000 0.0000 0.0000
0.7760 0.0000 0.0000 0.0000
0.7770 0.0000 0.0000 0.0000
0.7780 0.0000 0.0000 0.0000
0.7790 0.0000 0.0000 0.0000
0.7800 0.0000 0.0000 0.0000
0.7810 0.0000 0.0000 0.0000
0.7820 0.0000 0.0000 0.0000
0.7830 0.0000 0.0000 0.0000
0.7840 0.0000 0.0000 0.0000
0.7850 0.0000 0.0000 0.0000
0.7860 0.0000 0.0000 0.0000
0.7870 0.0000 0.0000 0.0000
0.7880 0.0000 0.0000 0.0000
0.7890 0.0000 0.0000 0.0000
0.7900 0.0000 0.0000 0.0000
0.7910 0.0000 0.0000 0.0000
0.7920 0.0000 0.0000 0.0000
0.7930 0.0000 0.0000 0.0000
0.7940 0.0000 0.0000 0.0000
0.7950 0.0000 0.0000 0.0000
0.7960 0.0000 0.0000 0.0000
0.7970 0.0000 0.0000 0.0000
0.7980 0.0000 0.0000 0.0000
0.7990 0.0000 0.0000 0.0000
0.8000 0.0000 0.0000 0.0000
0.8010 0.0000 0.0000 0.0000
0.8020 0.0000 0.0000 0.0000
0.8030 0.0000 0.0000 0.0000
0.8040 0.0000 0.0000 0.0000
0.8050 0.0000 0.0000 0.0000
0.8060 0.0000 0.0000 0.0000
0.8070 0.0000 0.0000 0.0000
0.8080 0.0000 0.0000 0.0000
0.8090 0.0000 0.0000 0.0000
0.8100 0.0000 0.0000 0.0000
0.8110 0.0000 0.0000 0.0000
0.8120 0.0000 0.0000 0.0000
0.8130 0.0000 0.0000 0.0000
0.8140 0.0000 0.0000 0.0000
0.8150 0.0000 0.0000 0.0000
0.8160 0.0000 0.0000 0.0000
0.8170 0.0000 0.0000 0.0000
0.8180 0.0000 0.0000 0.0000
0.8190 0.0000 0.0000 0.0000
0.8200 0.0000 0.0000 0.0000
0.8210 0.0000 0.0000 0.0000
0.8220 0.0000 0.0000 0.0000
0.8230 0.0000 0.0000 0.0000
0.8240 0.0000 0.0000 0.0000
0.8250 0.0000 0.0000 0.0000
0.8260 0.0000 0.0000 0.0000
0.8270 0.0000 0.0000 0.0000
0.8280 0.0000 0.0000 0.0000
0.8290 0.0000 0.0000 0.0000
0.8300 0.0000 0.0000 0.0000
0.8310 0.0000 0.0000 0.0000
0.8320 0.0000 0.0000 0.0000
0.8330 0.0000 0.0000 0.0000
0.8340 0.0000 0.0000 0.0000
0.8350 0.0000 0.0000 0.0000
0.8360 0.0000 0.0000 0.0000
0.8370 0.0000 0.0000 0.0000
0.8380 0.0000 0.0000 0.0000
0.8390 0.0000 0.0000 0.0000
0.8400 0.0000 0.0000 0.0000
0.8410 0.0000 0.0000 0.0000
0.8420 0.0000 0.0000 0.0000
0.8430 0.0000 0.0000 0.0000
0.8440 0.0000 0.0000 0.0000
0.8450 0.0000 0.0000 0.0000
0.8460 0.0000 0.0000 0.0000
0.8470 0.0000 0.0000 0.0000
0.8480 0.0000 0.0000 0.0000
0.8490 0.0000 0.0000 0.0000
0.8500 0.0000 0.0000 0.0000
0.8510 0.0000 0.0000 0.0000
0.8520 0.0000 0.0000 0.0000
0.8530 0.0000 0.0000 0.0000
0.8540 0.0000 0.0000 0.0000
0.8550 0.0000 0.0000 0.0000
0.8560 0.0000 0.0000 0.0000
0.8570 0.0000 0.0000 0.0000
0.8580 0.0000 0.0000 0.0000
0.8590 0.0000 0.0000 0.0000
0.8600 0.0000 0.0000 0.0000
0.8610 0.0000 0.0000 0.0000
0.8620 0.0000 0.0000 0.0000
0.8630 0.0000 0.0000 0.0000
0.8640 0.0000 0.0000 0.0000
0.8650 0.0000 0.0000 0.0000
0.8660 0.0000 0.0000 0.0000
0.8670 0.0000 0.0000 0.0000
0.8680 0.0000 0.0000 0.0000
0.8690 0.0000 0.0000 0.0000
0.8700 0.0000 0.0000 0.0000
0.8710 0.0000 0.0000 0.0000
0.8720 0.0000 0.0000 0.0000
0.8730 0.0000 0.0000 0.0000
0.8740 0.0000 0.0000 0.0000
0.8750 0.0000 0.0000 0.0000
0.8760 0.0000 0.0000 0.0000
0.8770 0.0000 0.0000 0.0000
0.8780 0.0000 0.0000 0.0000
0.8790 0.0000 0.0000 0.0000
0.8800 0.0000 0.0000 0.0000
0.8810 0.0000 0.0000 0.0000
0.8820 0.0000 0.0000 0.0000
0.8830 0.0000 0.0000 0.0000
0.8840 0.0000 0.0000 0.0000
0.8850 0.0000 0.0000 0.0000
0.8860 0.0000 0.0000 0.0000
0.8870 0.0000 0.0000 0.0000
0.8880 0.0000 0.0000 0.0000
0.8890 0.0000 0.0000 0.0000
0.8900 0.0000 0.0000 0.0000
0.8910 0.0000 0.0000 0.0000
0.8920 0.0000 0.0000 0.0000
0.8930 0.0000 0.0000 0.0000
0.8940 0.0000 0.0000 0.0000
0.8950 0.0000 0.0000 0.0000
0.8960 0.0000 0.0000 0.0000
0.8970 0.0000 0.0000 0.0000
0.8980 0.0000 0.0000 0.0000
0.8990 0.0000 0.0000 0.0000
0.9000 0.0000 0.0000 0.0000
0.9010 0.0000 0.0000 0.0000
0.9020 0.0000 0.0000 0.0000
0.9030 0.0000 0.0000 0.0000
0.9040 0.0000 0.0000 0.0000
0.9050 0.0000 0.0000 0.0000
0.9060 0.0000 0.0000 0.0000
0.9070 0.0000 0.0000 0.0000
0.9080 0.0000 0.0000 0.0000
0.9090 0.0000 0.0000 0.0000
0.9100 0.0000 0.0000 0.0000
0.9110 0.0000 0.0000 0.0000
0.9120 0.0000 0.0000 0.0000
0.9130 0.0000 0.0000 0.0000
0.9140 0.0000 0.0000 0.0000
0.9150 0.0000 0.0000 0.0000
0.9160 0.0000 0.0000 0.0000
0.9170 0.0000 0.0000 0.0000
0.9180 0.0000 0.0000 0.0000
0.9190 0.0000 0.0000 0.0000
0.9200 0.0000 0.0000 0.0000
0.9210 0.0000 0.0000 0.0000
0.9220 0.0000 0.0000 0.0000
0.9230 0.0000 0.0000 0.0000
0.9240 0.0000 0.0000 0.0000
0.9250 0.0000 0.0000 0.0000
0.9260 0.0000 0.0000 0.0000
0.9270 0.0000 0.0000 0.0000
0.9280 0.0000 0.0000 0.0000
0.9290 0.0000 0.0000 0.0000
0.9300 0.0000 0.0000 0.0000
0.9310 0.0000 0.0000 0.0000
0.9320 0.0000 0.0000 0.0000
0.9330 0.0000 0.0000 0.0000
0.9340 0.0000 0.0000 0.0000
0.9350 0.0000 0.0000 0.0000
0.9360 0.0000 0.0000 0.0000
0.9370 0.0000 0.0000 0.0000
0.9380 0.0000 0.0000 0.0000
0.9390 0.0000 0.0000 0.0000
0.9400 0.0000 0.0000 0.0000
0.9410 0.0000 0.0000 0.0000
0.9420 0.0000 0.0000 0.0000
0.9430 0.0000 0.0000 0.0000
0.9440 0.0000 0.0000 0.0000
0.9450 0.0000 0.0000 0.0000
0.9460 0.0000 0.0000 0.0000
0.9470 0.0000 0.0000 0.0000
0.9480 0.0000 0.0000 0.0000
0.9490 0.0000 0.0000 0.0000
0.9500 0.0000 0.0000 0.0000
0.9510 0.0000 0.0000 0.0000
0.9520 0.0000 0.0000 0.0000
0.9530 0.0000 0.0000 0.0000
0.9540 0.0000 0.0000 0.0000
0.9550 0.0000 0.0000 0.0000
0.9560 0.0000 0.0000 0.0000
0.9570 0.0000 0.0000 0.0000
0.9580 0.0000 0.0000 0.0000
0.9590 0.0000 0.0000 0.0000
0.9600 0.0000 0.0000 0.0000
0.9610 0.0000 0.0000 0.0000
0.9620 0.0000 0.0000 0.0000
0.9630 0.0000 0.0000 0.0000
0.9640 0.0000 0.0000 0.0000
0.9650 0.0000 0.0000 0.0000
0.9660 0.0000 0.0000 0.0000
0.9670 0.0000 0.0000 0.0000
0.9680 0.0000 0.0000 0.0000
0.9690 0.0000 0.0000 0.0000
0.9700 0.0000 0.0000 0.0000
0.9710 0.0000 0.0000 0.0000
0.9720 0.0000 0.0000 0.0000
0.9730 0.0000 0.0000 0.0000
0.9740 0.0000 0.0000 0.0000
0.9750 0.0000 0.0000 0.0000
0.9760 0.0000 0.0000 0.0000
0.9770 0.0000 0.0000 0.0000
0.9780 0.0000 0.0000 0.0000
0.9790 0.0000 0.0000 0.0000
0.9800 0.0000 0.0000 0.0000
0.9810 0.0000 0.0000 0.0000
0.9820 0.0000 0.0000 0.0000
0.9830 0.0000 0.0000 0.0000
0.9840 0.0000 0.0000 0.0000
0.9850 0.0000 0.0000 0.0000
0.9860 0.0000 0.0000 0.0000
0.9870 0.0000 0.0000 0.0000
0.9880 0.0000 0.0000 0.0000
0.9890 0.0000 0.0000 0.0000
0.9900 0.0000 0.0000 0.0000
0.9910 0.0000 0.0000 0.0000
0.9920 0.0000 0.0000 0.0000
0.9930 0.0000 0.0000 0.0000
0.9940 0.0000 0.0000 0.0000
0.9950 0.0000 0.0000 0.0000
0.9960 0.0000 0.0000 0.0000
0.9970 0.0000 0.0000 0.0000
0.9980 0.0000 0.0000 0.0000
0.9990 0.0000 0.0000 0.0000
